endTime,artistName,trackName,msPlayed
2019-10-13 17:32,Selena Gomez & The Scene,Who Says,195613
2019-10-13 17:38,Anderson .Paak,Reachin' 2 Much (feat. Lalah Hathaway),355492
2019-10-13 18:02,Kendrick Lamar,For Free? - Interlude,125164
2019-10-13 18:08,James Carter,Avalon,278506
2019-10-13 18:10,Panic! At The Disco,I Have Friends in Holy Spaces,116146
2019-10-13 18:13,Panic! At The Disco,But It's Better If You Do,205752
2019-10-13 18:16,Ween,Freedom of '76,170666
2019-10-13 18:21,Toadies,Possum Kingdom,309573
2019-10-13 18:23,Ween,Waving My Dick in the Wind,131733
2019-10-13 18:27,Ween,Polka Dot Tail,199333
2019-10-13 18:29,Erroll Garner,Long Ago and Far Away,156800
2019-10-13 18:30,Hiatus Kaiyote,Building a Ladder,33734
2019-10-13 18:33,Panic! At The Disco,Nine in the Afternoon - Single Mix,191560
2019-10-13 18:37,Stevie Wonder,Sir Duke,232760
2019-10-13 18:40,Weldon Irvine,Morning Sunrise,199320
2019-10-13 18:45,Foo Fighters,Everlong,250546
2019-10-13 18:49,Marvin Gaye,What's Going On - Mono Single Version,234000
2019-10-13 18:52,Harry Belafonte,Banana Boat (Day-O),183133
2019-10-13 18:54,Gregory Porter,L-O-V-E,128520
2019-10-13 18:58,Yung Gravy,Mr. Clean,211149
2019-10-13 19:01,Franzl Lang,"Wenn ich jodle, bin ich glücklich",173266
2019-10-13 19:03,The Lumineers,Flowers in Your Hair,109735
2019-10-13 19:05,Jim Croce,Time In A Bottle,147960
2019-10-13 19:09,Marvin Gaye,Sexual Healing,238600
2019-10-13 19:13,The Black Keys,Midnight in Her Eyes,243013
2019-10-13 19:16,blink-182,All The Small Things,167066
2019-10-13 19:19,Sum 41,Fat Lip,178266
2019-10-13 19:24,The Front Bottoms,Twin Size Mattress,264676
2019-10-13 19:29,Sam Cooke,Smoke Rings,1005
2019-10-13 19:29,Theo Katzman,Break up Together,1176
2019-10-13 19:29,Anderson .Paak,Heart Don't Stand a Chance,290244
2019-10-13 19:29,TV Girl,Lovers Rock,2015
2019-10-13 19:31,Winona Forever,Keep Kool,144018
2019-10-13 19:31,Mac DeMarco,Salad Days,8884
2019-10-13 19:31,Breakbot,Arrested,767
2019-10-13 19:35,Mac DeMarco,Still Together,219370
2019-10-13 19:36,Theo Katzman,Break up Together,1976
2019-10-13 19:36,TV Girl,Lovers Rock,1266
2019-10-13 19:36,TV Girl,Lovers Rock,77074
2019-10-13 19:38,Theo Katzman,Break up Together,79553
2019-10-13 19:41,Sam Cooke,Smoke Rings,197535
2019-10-13 19:44,Stereolab,The Flower Called Nowhere,202575
2019-10-13 19:48,Club Kuru,Giving In,197678
2019-10-13 19:48,Club Kuru,Giving In,1996
2019-10-13 19:48,Yusef Lateef,Love Theme From Spartacus - Remastered,3580
2019-10-13 19:52,Deem Spencer,Iwyboft,17767
2019-10-13 19:52,Yusef Lateef,Love Theme From Spartacus - Remastered,697
2019-10-13 19:52,Yusef Lateef,Love Theme From Spartacus - Remastered,251600
2019-10-13 19:54,Deem Spencer,Iwyboft,85144
2019-10-13 19:56,Nick Dorian,Yawn,131242
2019-10-13 19:59,Psychedelic Porn Crumpets,Denmark / Van Gogh & Gone,203080
2019-10-13 20:04,Gold Celeste,Can of Worms,52652
2019-10-13 20:07,Kali Uchis,Your Teeth In My Neck,186181
2019-10-13 20:08,Pixies,Crackity Jones,84226
2019-10-13 20:09,Junior Kimbrough,Meet Me in the City,900
2019-10-13 20:09,"Tyler, The Creator",EARFQUAKE,9349
2019-10-13 20:14,Crumb,Locket,318378
2019-10-13 20:21,Bobbi Humphrey,New York Times - Remastered 2002,413893
2019-10-13 20:23,Erroll Garner,Rosalie,156066
2019-10-13 20:26,Gorillaz,November Has Come,165093
2019-10-13 20:28,Jakob Ogawa,Velvet Light,141587
2019-10-13 20:31,Sonny Stitt,Constellation - Remastered Version,176214
2019-10-14 02:40,Deem Spencer,Iwyboft,37640
2019-10-14 02:40,Gold Celeste,Can of Worms,12710
2019-10-14 02:40,Gold Celeste,Can of Worms,0
2019-10-14 02:40,Nick Dorian,Yawn,754
2019-10-14 02:40,Psychedelic Porn Crumpets,Denmark / Van Gogh & Gone,4958
2019-10-14 02:40,Psychedelic Porn Crumpets,Denmark / Van Gogh & Gone,8746
2019-10-14 02:44,Mcbaise,Le jardin,207678
2019-10-14 02:49,Ariel Pink,Baby,287426
2019-10-14 02:53,Swim Mountain,Yesterday,210625
2019-10-14 02:57,Mount Kimbie,Marilyn,246704
2019-10-14 03:01,Washed Out,Floating By,221706
2019-10-14 03:04,Ginger Root,Call It Home,218571
2019-10-14 03:07,Desired,Secret Senshi,140042
2019-10-14 03:10,Jaala,Junior Spirit,212068
2019-10-14 03:15,Jonwayne,40 Winks,274575
2019-10-14 03:16,Bones & Beeker,Heartbroken in Love,66946
2019-10-14 03:17,Gold Celeste,Can of Worms,3500
2019-10-14 03:17,Mcbaise,Le jardin,7119
2019-10-14 03:17,Mount Kimbie,Marilyn,7553
2019-10-14 03:17,Jonwayne,40 Winks,3316
2019-10-14 03:17,Desired,Secret Senshi,9889
2019-10-14 03:17,Jaala,Junior Spirit,4421
2019-10-14 03:17,Swim Mountain,Yesterday,12960
2019-10-14 03:17,Ariel Pink,Baby,7051
2019-10-14 03:17,Bones & Beeker,Heartbroken in Love,2592
2019-10-14 03:18,Ginger Root,Call It Home,6786
2019-10-14 03:18,Washed Out,Floating By,15629
2019-10-14 04:01,Desired,Secret Senshi,17632
2019-10-14 16:26,Michael Jackson,Rock With You,908
2019-10-14 16:26,Hiatus Kaiyote,Nakamarra (feat. Q-Tip) (feat. Q-Tip),275320
2019-10-14 16:26,Erroll Garner,Sunny,7838
2019-10-14 16:30,The Black Keys,Gold on the Ceiling,224333
2019-10-14 16:33,Mcbaise,Le jardin,207678
2019-10-14 16:37,Swim Mountain,Yesterday,210625
2019-10-14 16:41,Jonwayne,40 Winks,274575
2019-10-14 16:45,Ginger Root,Call It Home,218571
2019-10-14 16:45,Ray Charles,I've Got a Woman - 2005 Remaster,7053
2019-10-14 16:48,Desired,Secret Senshi,140042
2019-10-14 17:03,The Mills Brothers,You Always Hurt The One You Love,38946
2019-10-14 17:47,Joomanji,Where Are You? (Love for JL) [feat. Copasetic & Lindsay Olsen],259067
2019-10-14 17:50,Julian Lage,Nocturne,162149
2019-10-14 17:51,Boris Gardiner,Every Nigger is a Star,58037
2019-10-14 17:53,Mr Jukes,Somebody New,86159
2019-10-14 17:54,Paul Desmond,A Taste of Honey - Live,73424
2019-10-14 17:55,Twin Peaks,We Will Not Make It (Not Without You),46502
2019-10-14 17:57,Monster Rally,Full Sail,44315
2019-10-14 17:57,Silk Rhodes,This Painted World,114767
2019-10-14 17:59,Denyah,Easy Baby,80337
2019-10-14 17:59,Yussef Kamaal,Strings of Light,33600
2019-10-14 18:01,BROCKBEATS,Wandervogel,24324
2019-10-14 18:01,Tarika Blue,Dreamflower,82754
2019-10-14 18:51,CoryaYo,1995,38768
2019-10-14 18:52,CoryaYo,1995,92197
2019-10-14 18:58,Roberta Flack,Early Ev'ry Midnite,354333
2019-10-14 19:00,Boogarins,San Lorenzo,85076
2019-10-14 19:02,9th Wonder,LoveKills!!!,127184
2019-10-14 19:14,Erick the Architect,Fruit Fruit Punch In Bora Bora,40802
2019-10-14 19:18,Erick the Architect,Fruit Fruit Punch In Bora Bora,5186
2019-10-14 19:19,The Flaming Lips,"She's Leaving Home (feat. Phantogram, Julianna Barwick & Spaceface)",11283
2019-10-14 19:19,Joomanji,Where Are You? (Love for JL) [feat. Copasetic & Lindsay Olsen],28635
2019-10-14 19:22,Mac DeMarco,The Stars Keep On Calling My Name,142769
2019-10-14 19:26,Joomanji,Where Are You? (Love for JL) [feat. Copasetic & Lindsay Olsen],259067
2019-10-14 19:27,Joomanji,Where Are You? (Love for JL) [feat. Copasetic & Lindsay Olsen],18140
2019-10-14 19:27,Mac DeMarco,The Stars Keep On Calling My Name,1696
2019-10-14 19:56,Julian Lage,Nocturne,58917
2019-10-14 20:39,The Black Keys,Thickfreakness,18293
2019-10-14 20:39,Mac DeMarco,The Stars Keep On Calling My Name,16980
2019-10-14 20:43,Tennyson,Lay-by,13727
2019-10-14 20:43,Panic! At The Disco,"Build God, Then We'll Talk",220720
2019-10-14 20:46,lovelytheband,broken,204878
2019-10-14 20:47,The Black Keys,Hard Row,1044
2019-10-14 20:47,Abtmelody,Fallen Kingdom,12843
2019-10-14 20:50,Bowling For Soup,1985,193000
2019-10-14 20:58,Mac DeMarco,Annie,190556
2019-10-14 21:11,Mac DeMarco,Chamber Of Reflection,231723
2019-10-14 21:14,Green Day,Basket Case,181533
2019-10-14 21:17,The Black Keys,Set You Free,166240
2019-10-14 21:20,Mac DeMarco,Still Together,219370
2019-10-14 21:20,Panic! At The Disco,Death of a Bachelor,1215
2019-10-14 21:20,The Black Keys,Everywhere I Go,1507
2019-10-14 21:20,The Black Keys,I Cry Alone,9586
2019-10-14 21:20,Hiatus Kaiyote,Borderline with My Atoms,2235
2019-10-14 21:21,Hiatus Kaiyote,Cicada,1079
2019-10-14 21:21,2 Chainz,4 AM,2621
2019-10-14 21:21,Breakbot,In Return,2832
2019-10-14 21:23,Instupendo,Falling,119744
2019-10-14 21:26,WILLOW,Wait a Minute!,196520
2019-10-14 21:44,The Postal Service,Such Great Heights - Remastered,14564
2019-10-14 22:49,Breakbot,Man Without Shadow,1045
2019-10-14 22:49,Breakbot,Wet Dream,1864
2019-10-14 22:49,The Postal Service,Such Great Heights - Remastered,1955
2019-10-14 23:06,Herb Alpert & The Tijuana Brass,Ladyfingers,99076
2019-10-15 01:30,Joomanji,Where Are You? (Love for JL) [feat. Copasetic & Lindsay Olsen],80288
2019-10-15 02:33,Denyah,Easy Baby,740
2019-10-15 02:33,Yussef Kamaal,Strings of Light,852
2019-10-15 02:33,Monster Rally,Full Sail,1128
2019-10-15 02:33,BROCKBEATS,Wandervogel,2459
2019-10-15 02:33,Tarika Blue,Dreamflower,918
2019-10-15 02:33,CoryaYo,1995,874
2019-10-15 02:33,Silk Rhodes,This Painted World,2255
2019-10-15 02:39,Roberta Flack,Early Ev'ry Midnite,354333
2019-10-15 02:41,Boogarins,San Lorenzo,95461
2019-10-15 02:42,9th Wonder,LoveKills!!!,88701
2019-10-15 02:44,Erick the Architect,Fruit Fruit Punch In Bora Bora,116240
2019-10-15 02:48,The Flaming Lips,"She's Leaving Home (feat. Phantogram, Julianna Barwick & Spaceface)",192106
2019-10-15 02:51,Against All Logic,This Old House Is All I Have,218959
2019-10-15 02:54,Chase Ceglie,All I Want Is U,141474
2019-10-15 03:12,Cibo Matto,King of Silence - Dan the Automator Remix; 2006 Remaster,96795
2019-10-15 15:58,Joomanji,Where Are You? (Love for JL) [feat. Copasetic & Lindsay Olsen],259067
2019-10-15 15:59,James Carter,Avalon,8956
2019-10-15 16:02,Man Man,Pyramids,176840
2019-10-15 16:36,9th Wonder,LoveKills!!!,2479
2019-10-15 16:37,Erick the Architect,Fruit Fruit Punch In Bora Bora,3190
2019-10-15 16:37,Chase Ceglie,All I Want Is U,1688
2019-10-15 16:37,Chase Ceglie,All I Want Is U,1123
2019-10-15 16:37,The Flaming Lips,"She's Leaving Home (feat. Phantogram, Julianna Barwick & Spaceface)",14343
2019-10-15 16:37,extremely bad man,Saturday,256
2019-10-15 16:37,extremely bad man,Saturday,3904
2019-10-15 16:37,Cibo Matto,King of Silence - Dan the Automator Remix; 2006 Remaster,832
2019-10-15 16:37,Cibo Matto,King of Silence - Dan the Automator Remix; 2006 Remaster,8947
2019-10-15 16:37,The Main Ingredient,Summer Breeze,5526
2019-10-15 16:37,Spooky Mansion,I'm the Moon,672
2019-10-15 16:37,Spooky Mansion,I'm the Moon,483
2019-10-15 16:37,Against All Logic,This Old House Is All I Have,8397
2019-10-15 16:37,Against All Logic,This Old House Is All I Have,961
2019-10-15 16:37,Cornelius,Mic Check,3552
2019-10-15 16:38,Cibo Matto,King of Silence - Dan the Automator Remix; 2006 Remaster,1475
2019-10-15 16:42,The Main Ingredient,Summer Breeze,256240
2019-10-15 16:45,extremely bad man,Saturday,211368
2019-10-15 16:48,Cornelius,Mic Check,142501
2019-10-15 16:53,Spooky Mansion,I'm the Moon,160000
2019-10-15 16:55,Jordan Rakei,Midnight Mischief - Tom Misch Remix,105061
2019-10-15 17:02,Miles Davis,Maiysha (So Long) (feat. Erykah Badu),442887
2019-10-15 17:07,Vels Trio,Godzilla,289459
2019-10-15 17:10,Anna Wise,nova,182277
2019-10-15 17:17,Donald Byrd,Miss Kane,380933
2019-10-15 17:24,Kali Uchis,In My Dreams,12400
2019-10-15 17:29,Kali Uchis,In My Dreams,201000
2019-10-15 17:29,Red Hot Chili Peppers,Around the World,14838
2019-10-15 17:32,Mac DeMarco,The Stars Keep On Calling My Name,142769
2019-10-15 17:33,Mac DeMarco,Jonny's Odyssey,24450
2019-10-15 17:33,Flatt & Scruggs,Foggy Mountain Breakdown,10883
2019-10-15 17:45,Mac DeMarco,Chamber Of Reflection,2092
2019-10-15 17:45,Mac DeMarco,Salad Days,1403
2019-10-15 17:45,Mac DeMarco,My Kind of Woman,1501
2019-10-15 17:45,Mac DeMarco,Freaking Out the Neighborhood,2472
2019-10-15 17:45,Fieh,So Fly,55057
2019-10-15 17:46,The Black Keys,Nova Baby,722
2019-10-15 17:46,The Garden,Thy Mission,28555
2019-10-15 17:46,Fieh,Chop Suey,6627
2019-10-15 17:46,Mac DeMarco,Still Beating,28500
2019-10-15 17:47,Joomanji,Spread Too Thin (feat. Lindsay Olsen),5014
2019-10-15 17:47,Saib,Sakura Trees,14399
2019-10-15 17:47,Mac DeMarco,Go Easy,9806
2019-10-15 17:47,Idealism,controlla,4169
2019-10-15 17:47,Hiatus Kaiyote,Swamp Thing,4217
2019-10-15 17:47,potsu,food court,8654
2019-10-15 18:00,Joomanji,Somethin Out of Nothin' (feat. Saara Maria),109404
2019-10-15 18:04,Joomanji,Spread Too Thin (feat. Lindsay Olsen),285669
2019-10-15 18:07,Joomanji,Where Are You? (Love for JL) [feat. Copasetic & Lindsay Olsen],133308
2019-10-15 18:51,Noname,Diddy Bop (feat. Cam O'bi & Raury),3156
2019-10-15 18:51,The Black Keys,Keep Me,3311
2019-10-15 18:51,Breakbot,Get Lost,4998
2019-10-15 18:51,"Tyler, The Creator",See You Again (feat. Kali Uchis),1774
2019-10-15 18:51,Kali Uchis,Body Language - Intro,136342
2019-10-15 18:56,Erroll Garner,Is You Is Or Is You Ain't My Baby?,5922
2019-10-15 18:56,Fieh,Cold Water Burning Skin,293866
2019-10-15 18:59,Stanley Turrentine,"Make Me Rainbows - From the Film ""Fitzwilly""",157721
2019-10-15 19:34,The Black Keys,Act Nice and Gentle,28169
2019-10-15 20:15,Jimi Hendrix,Foxey Lady,2280
2019-10-15 20:15,Noname,Reality Check (feat. Akenya & Eryn Allen Kane),1184
2019-10-15 20:16,Fieh,Doyuwanna,21355
2019-10-15 20:19,Kali Uchis,Flight 22,216982
2019-10-15 20:26,John Coltrane,Giant Steps,263437
2019-10-15 20:27,Weldon Irvine,Morning Sunrise,3811
2019-10-15 20:27,Son Kuma,Indica,26696
2019-10-15 20:29,Weldon Irvine,The Sisters,107512
2019-10-15 20:47,Weldon Irvine,Heard It All Before,2613
2019-10-15 20:47,Weldon Irvine,The Sisters,17622
2019-10-15 20:49,Mac DeMarco,Blue Boy,126223
2019-10-15 20:50,Man Man,The Ballad Of Butter Beans,13279
2019-10-15 20:50,The Black Keys,Countdown,28747
2019-10-15 20:50,Oscar Peterson Trio,Triste,3552
2019-10-15 20:50,Man Man,Hurly / Burly,3338
2019-10-15 20:50,The Hush Sound,We Intertwined,701
2019-10-15 20:52,Fieh,Glu,19796
2019-10-15 20:52,Erroll Garner,Body And Soul,79455
2019-10-15 20:52,The Beatles,She Loves You - Remastered 2009,2985
2019-10-15 20:54,Kali Uchis,Gotta Get Up - Interlude,113270
2019-10-15 20:54,Louis Armstrong,On The Sunny Side Of The Street,764
2019-10-15 20:54,Instupendo,Light Lock,12896
2019-10-15 20:54,Ugly Casanova,Hotcha Girls,1240
2019-10-15 20:54,The Black Keys,The Lengths,1262
2019-10-15 20:56,Luiz Bonfá,Perdido de Amor [Lost in Love],75719
2019-10-15 20:58,Loving,Forgot Again,120842
2019-10-15 21:00,Bill Withers,Ain't No Sunshine,120770
2019-10-15 21:00,The Black Keys,Too Afraid to Love You,6787
2019-10-15 21:00,The Black Keys,Lies,17436
2019-10-15 21:03,Gorillaz,Intro - Live at Manchester Opera House,6322
2019-10-15 21:03,Gorillaz,Phoner to Arizona,3580
2019-10-15 21:03,Gorillaz,El Mañana,189902
2019-10-15 21:03,Gorillaz,Hongkongaton,2746
2019-10-15 21:03,Gorillaz,Little Pink Plastic Bags,5670
2019-10-15 21:04,Gorillaz,Re-Hash,2125
2019-10-15 21:04,Gorillaz,Murdoc Is God,7905
2019-10-15 21:14,Gorillaz,Clint Eastwood,23937
2019-10-15 21:17,Man Man,Pyramids,3082
2019-10-15 21:17,Kali Uchis,Just A Stranger (feat. Steve Lacy),2958
2019-10-15 21:17,Gordon Goodwin's Big Phat Band,Sing Sang Sung,6152
2019-10-15 21:17,Crumb,Vinta,3122
2019-10-15 21:17,Thelonious Monk,I'm Confessin' (That I Love You),157026
2019-10-15 21:41,Morning Teleportation,Escalate,8850
2019-10-15 22:01,Erroll Garner,Sophisticated Lady,168933
2019-10-15 22:05,Thad Jones,To You,255466
2019-10-15 22:10,Ugly Casanova,Hotcha Girls,298960
2019-10-15 22:12,Crumb,Recently Played,120454
2019-10-15 22:14,Loving,Forgot Again,120842
2019-10-15 22:18,Luiz Bonfá,Perdido de Amor [Lost in Love],206066
2019-10-15 22:19,Fanso,Intro,67501
2019-10-15 22:22,Weldon Irvine,Morning Sunrise,199320
2019-10-15 22:25,Ann Farina,Sleepwalk,141000
2019-10-15 22:27,Dan Auerbach,Cellophane Angel,172182
2019-10-15 22:32,Art Tatum,Smoke Gets In Your Eyes,235093
2019-10-15 22:36,Deodato,San Juan Sunset,255533
2019-10-15 22:38,Louis Armstrong,"It's Been A Long, Long Time",142200
2019-10-15 22:41,Camino 84,Oh My,198620
2019-10-15 22:44,fantompower,My Take on Solidao.,155089
2019-10-15 22:46,Tycho,Epoch,118176
2019-10-15 22:59,Joomanji,Where Are You? (Love for JL) [feat. Copasetic & Lindsay Olsen],1574
2019-10-15 23:14,Joomanji,Where Are You? (Love for JL) [feat. Copasetic & Lindsay Olsen],164896
2019-10-16 01:39,Morning Teleportation,Expanding Anyway,3775
2019-10-16 01:42,SALES,Chinese New Year,160000
2019-10-16 01:48,King Pleasure,Moody's Mood for Love,178773
2019-10-16 02:22,Kali Uchis,In My Dreams,201000
2019-10-16 02:23,Erroll Garner,Wild Music,179207
2019-10-16 02:28,Joomanji,Spread Too Thin (feat. Lindsay Olsen),285669
2019-10-16 02:45,Hiatus Kaiyote,Fingerprints,256920
2019-10-16 02:48,The Black Keys,Keep Me,172093
2019-10-16 02:50,Son Kuma,Indica,66983
2019-10-16 02:55,Erroll Garner,Wild Music,306967
2019-10-16 02:57,The Black Keys,Countdown,158573
2019-10-16 03:01,The Tontons,Never Never,234607
2019-10-16 03:05,Noname,All I Need (feat. Xavier Omär),240461
2019-10-16 03:08,Fat Night,Honest Man,159952
2019-10-16 03:08,Noname,All I Need (feat. Xavier Omär),3897
2019-10-16 03:11,Fat Night,Honest Man,193152
2019-10-16 03:22,Fat Night,Honest Man,2398
2019-10-16 03:22,Ween,Waving My Dick in the Wind,14603
2019-10-16 04:30,Cake,Stickshifts and Safetybelts,1570
2019-10-16 04:30,Rick Astley,Never Gonna Give You Up,5542
2019-10-16 04:30,Fieh,Bluspaceberry,247847
2019-10-16 04:30,Kamasi Washington,Kipling Theme,1117
2019-10-16 04:31,Kali Uchis,Feel Like A Fool,1180
2019-10-16 04:31,Fat Night,Honest Man,987
2019-10-16 04:31,"Grover Washington, Jr.",Mister Magic,1037
2019-10-16 04:31,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",938
2019-10-16 04:31,The Beatles,You Won't See Me - Remastered 2009,1870
2019-10-16 04:31,The Beatles,Drive My Car - Remastered 2009,656
2019-10-16 04:31,Pyotr Ilyich Tchaikovsky,Dance of the Jesters,902
2019-10-16 04:31,James Brown,People Get Up And Drive Your Funky Soul - Remix,635
2019-10-16 04:34,Breakbot,The Sweetest Romance,914
2019-10-16 04:34,Maynard Ferguson,Two For Otis,3665
2019-10-16 04:34,Jimi Hendrix,Manic Depression,4714
2019-10-16 04:34,Mac DeMarco,Let My Baby Stay,890
2019-10-16 04:34,Elohim,Hallucinating,2486
2019-10-16 04:34,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",207454
2019-10-16 04:34,Bill Withers,Grandma's Hands,1161
2019-10-16 04:34,John Lennon,Hold On - Remastered 2010,810
2019-10-16 04:34,Jimi Hendrix,Voodoo Child (Slight Return),786
2019-10-16 04:34,The Beatles,The Word - Remastered 2009,616
2019-10-16 04:34,The Black Keys,Thickfreakness,1723
2019-10-16 04:39,Mac DeMarco,Let My Baby Stay,248171
2019-10-16 04:41,Wham!,Last Christmas,768
2019-10-16 04:41,The Black Keys,Thickfreakness,122873
2019-10-16 04:46,Wu-Tang Clan,C.R.E.A.M.,252186
2019-10-16 05:21,Art Tatum,Tea for Two,78122
2019-10-16 16:07,Mac DeMarco,Ode to Viceroy,1204
2019-10-16 16:07,Fieh,Flower,7842
2019-10-16 16:07,Mac DeMarco,Robson Girl,1187
2019-10-16 16:07,Mac DeMarco,My Kind of Woman,12751
2019-10-16 16:07,Fieh,25,12766
2019-10-16 16:07,Mac DeMarco,Freaking Out the Neighborhood,5223
2019-10-16 16:07,Mac DeMarco,Annie,5994
2019-10-16 16:07,Mac DeMarco,Sherrill,3289
2019-10-16 16:07,John Lennon,Hold On - Remastered 2010,5227
2019-10-16 16:08,Ella Fitzgerald,Day Dream,1658
2019-10-16 16:08,potsu,gazebo,16793
2019-10-16 16:08,Mac DeMarco,Jonny's Odyssey,3388
2019-10-16 16:08,Ella Fitzgerald,I Didn't Know About You,11657
2019-10-16 16:08,Mac DeMarco,Dreaming,22441
2019-10-16 16:09,Ella Fitzgerald,Sophisticated Lady,15057
2019-10-16 16:09,Ella Fitzgerald,In A Sentimental Mood,51624
2019-10-16 16:10,Art Tatum,St. Louis Blues,2705
2019-10-16 16:10,Erroll Garner,Rosalie,2022
2019-10-16 16:10,Ella Fitzgerald,Solitude,53561
2019-10-16 16:10,Art Tatum,Tea for Two,4138
2019-10-16 16:11,Jacob Collier,Close To You,4384
2019-10-16 16:11,Jacob Collier,Feel (feat. Lianne La Havas),14092
2019-10-16 16:11,Art Tatum,How High the Moon - Live,16322
2019-10-16 16:11,Crumb,Plants,15997
2019-10-16 16:11,Crumb,Locket,5569
2019-10-16 16:12,Jacob Collier,Close To You,14498
2019-10-16 16:12,Mac DeMarco,My Kind of Woman,10464
2019-10-16 16:12,Crumb,Vinta,12100
2019-10-16 16:15,Art Tatum,Tea for Two,193866
2019-10-16 16:18,Art Tatum,St. Louis Blues,83923
2019-10-16 16:18,Art Tatum,Smoke Gets In Your Eyes,1205
2019-10-16 16:18,Art Tatum,Smoke Gets In Your Eyes,2978
2019-10-16 16:20,Art Tatum,Yesterdays - Live,149947
2019-10-16 16:21,Instupendo,Six Forty Seven,24977
2019-10-16 16:49,Herbie Hancock,Someday My Prince Will Come,2054
2019-10-16 16:49,Erroll Garner,Misty,7119
2019-10-16 16:49,fantompower,My Take on Solidao.,33580
2019-10-16 16:49,The Black Keys,The Lengths,1254
2019-10-16 17:05,Tennyson,Lay-by,422627
2019-10-16 17:07,Kali Uchis,Body Language - Intro,136342
2019-10-16 17:09,Tycho,Epoch,128777
2019-10-16 17:11,Tennyson,L'oiseau qui danse,116657
2019-10-16 17:15,Fat Night,Sun Go Down,222320
2019-10-16 17:15,Erroll Garner,Sweet And Lovely,1450
2019-10-16 17:15,The Hush Sound,Sweet Tangerine,5008
2019-10-16 17:15,Noname,All I Need (feat. Xavier Omär),2888
2019-10-16 17:19,Mac DeMarco,Treat Her Better,229120
2019-10-16 17:23,The Tontons,Never Never,7445
2019-10-16 17:23,The Beatles,Ticket To Ride - Remastered 2015,1147
2019-10-16 17:23,Ella Fitzgerald,Cotton Tail,292
2019-10-16 17:23,The White Stripes,Icky Thump,1087
2019-10-16 17:23,Stan Getz,The Girl from Ipanema (with Arthur Fiedler & Boston Pops Orchestra),233040
2019-10-16 17:26,The Black Keys,Set You Free,166240
2019-10-16 17:29,Kali Uchis,Coming Home - Interlude,159852
2019-10-16 17:33,Chris Stapleton,Tennessee Whiskey,293293
2019-10-16 17:37,Buddy Rich,Mexicali Nose,206280
2019-10-16 17:42,potsu,take me there,177742
2019-10-16 17:45,"Tyler, The Creator",A BOY IS A GUN*,24634
2019-10-16 17:45,Fieh,Flower,186026
2019-10-16 17:48,"David ""Honeyboy"" Edwards",Black Cat,4378
2019-10-16 17:48,"Tyler, The Creator",RUNNING OUT OF TIME,177226
2019-10-16 17:48,BOYO,Mantra,1947
2019-10-16 17:52,Amy Winehouse,Mr Magic (Through The Smoke),235933
2019-10-16 17:56,Art Tatum,Tea for Two,193866
2019-10-16 17:59,Lettuce,Move On Up,213480
2019-10-16 18:00,"Tyler, The Creator",Foreword (feat. Rex Orange County),30920
2019-10-16 18:00,Bread & Butter,Summer Blue,416
2019-10-16 18:00,Paper Void,Safekeeping,870
2019-10-16 18:00,Daft Punk,Short Circuit,816
