endTime,artistName,trackName,msPlayed
2020-07-28 02:27,Alina Baraz,To Me,44275
2020-07-28 02:30,No Doubt,Just A Girl,209200
2020-07-28 02:33,Mac DeMarco,Sherrill,149569
2020-07-28 02:36,Paramore,Told You So,185211
2020-07-28 03:27,Childish Gambino,3005,340
2020-07-28 03:27,Arctic Monkeys,When The Sun Goes Down,57507
2020-07-28 03:27,Cardi B,Bodak Yellow,340
2020-07-28 03:29,Kali Uchis,honey baby (SPOILED!),124652
2020-07-28 03:32,Catfish and the Bottlemen,Kathleen,159944
2020-07-28 03:35,My Chemical Romance,I'm Not Okay (I Promise),186442
2020-07-28 03:38,Alina Baraz,Night and Morning,203191
2020-07-28 03:40,Ann Farina,Sleepwalk,140935
2020-07-28 03:43,Mild High Club,Homage,177441
2020-07-28 03:47,Mac DeMarco,Chamber Of Reflection,231696
2020-07-28 03:51,Paramore,Pool,232694
2020-07-28 03:56,Moonchild,Hideaway,218811
2020-07-28 04:00,Adele,Make You Feel My Love,211882
2020-07-28 04:02,Mac DeMarco,Salad Days,145697
2020-07-28 04:17,Ariana Grande,Moonlight,264078
2020-07-28 04:28,Kali Uchis,Just A Stranger (feat. Steve Lacy),177591
2020-07-28 04:31,Alanna Ubach,La Llorona,165439
2020-07-28 04:32,Badlands Booker,Badlands Chug Anthem,3443
2020-07-28 04:32,Mac DeMarco,Treat Her Better,88683
2020-07-28 04:53,Badlands Booker,Badlands Chug Anthem,36760
2020-07-28 04:58,Paramore,Tell Me How,260011
2020-07-28 05:04,Hiatus Kaiyote,Shaolin Monk Motherfunk,349931
2020-07-28 05:08,Lawrence,Do You Want to Do Nothing with Me? - Audiotree Live Version,228674
2020-07-28 05:10,fantompower,My Take on Solidao.,154945
2020-07-28 05:13,Bruno Mars,If I Knew,132433
2020-07-28 05:16,"Tyler, The Creator",Foreword (feat. Rex Orange County),193935
2020-07-28 05:18,Enur,Calabria 2008,8445
2020-07-28 05:18,Kali Uchis,Body Language - Intro,136184
2020-07-28 05:21,Kali Uchis,Just A Stranger (feat. Steve Lacy),177690
2020-07-28 05:25,Ryan Gosling,A Lovely Night,236436
2020-07-28 05:28,Dolly Parton,9 to 5,162450
2020-07-28 05:31,Colbie Caillat,Bubbly,196191
2020-07-28 05:33,Mac DeMarco,Boe Zaah,101433
2020-07-28 05:38,Fat Night,Honest Man,325192
2020-07-28 05:41,Kali Uchis,Coming Home - Interlude,159684
2020-07-28 05:45,Doja Cat,Tia Tamera (feat. Rico Nasty),210942
